Question	Answer	Source
mir si Frï¿½nn	smalltalk.agent.my_friend	Editorial.SmallTalk
du bass e gudde Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
du bass mï¿½i gudde Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
du bass mï¿½in eenzege Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
sief mï¿½i Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
wï¿½ert Dir mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
kï¿½nnt Dir mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
kenne mir Frenn sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
wï¿½lls du mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
wï¿½ert Dir mï¿½i beschte Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
kï¿½nnt Dir mï¿½i beschte Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
loosst eis Frï¿½nn sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
wï¿½lls du mï¿½i beschte Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
Gï¿½ifs du mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
Ech wï¿½ll datt Dir mï¿½i Frï¿½nd sidd	smalltalk.agent.my_friend	Editorial.SmallTalk
kï¿½nne mir beschte Frï¿½nn ginn	smalltalk.agent.my_friend	Editorial.SmallTalk
wiers du mï¿½i Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
Kï¿½nnt Dir mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
wï¿½ll mï¿½i Frï¿½nd sinn	smalltalk.agent.my_friend	Editorial.SmallTalk
sief mï¿½i beschte Frï¿½nd	smalltalk.agent.my_friend	Editorial.SmallTalk
Schaffs du?	smalltalk.agent.occupation	Editorial.SmallTalk
wou schaffst du	smalltalk.agent.occupation	Editorial.SmallTalk
wou Dir schafft	smalltalk.agent.occupation	Editorial.SmallTalk
wou ass ï¿½r Aarbecht	smalltalk.agent.occupation	Editorial.SmallTalk
wou ass ï¿½re Bï¿½ro	smalltalk.agent.occupation	Editorial.SmallTalk
wou ass ï¿½re Bï¿½ro Standuert	smalltalk.agent.occupation	Editorial.SmallTalk
ï¿½re Bï¿½ro Standuert	smalltalk.agent.occupation	Editorial.SmallTalk
wou ass ï¿½re Bï¿½ro	smalltalk.agent.occupation	Editorial.SmallTalk
Wat schaffs du	smalltalk.agent.occupation	Editorial.SmallTalk
bass du hei gebuer	smalltalk.agent.origin	Editorial.SmallTalk
Wou sidd dir gebuer	smalltalk.agent.origin	Editorial.SmallTalk
wat ass ï¿½ert Land	smalltalk.agent.origin	Editorial.SmallTalk
Vu wou kï¿½nns du	smalltalk.agent.origin	Editorial.SmallTalk
Vu wou bass du	smalltalk.agent.origin	Editorial.SmallTalk
wou bass du hier komm	smalltalk.agent.origin	Editorial.SmallTalk
wou bass du gebuer	smalltalk.agent.origin	Editorial.SmallTalk
vu wou bass du	smalltalk.agent.origin	Editorial.SmallTalk
bass du vu wï¿½item	smalltalk.agent.origin	Editorial.SmallTalk
wat ass ï¿½r Heemecht	smalltalk.agent.origin	Editorial.SmallTalk
ï¿½r Heemecht ass	smalltalk.agent.origin	Editorial.SmallTalk
bass du fï¿½erdeg	smalltalk.agent.ready	Editorial.SmallTalk
bass du elo prett	smalltalk.agent.ready	Editorial.SmallTalk
sidd Dir prett haut	smalltalk.agent.ready	Editorial.SmallTalk
bass du elo prett	smalltalk.agent.ready	Editorial.SmallTalk
bass du prett den Owend	smalltalk.agent.ready	Editorial.SmallTalk
waart Dir prett	smalltalk.agent.ready	Editorial.SmallTalk
sidd Dir prett	smalltalk.agent.ready	Editorial.SmallTalk
du bass real	smalltalk.agent.real	Editorial.SmallTalk
du bass net gefï¿½lscht	smalltalk.agent.real	Editorial.SmallTalk
bass du real	smalltalk.agent.real	Editorial.SmallTalk
du bass sou richteg	smalltalk.agent.real	Editorial.SmallTalk
Ech mengen Dir sidd real	smalltalk.agent.real	Editorial.SmallTalk
Ech denken net datt Dir gefï¿½lscht sidd	smalltalk.agent.real	Editorial.SmallTalk
"Ech huelen un, du bass echt"	smalltalk.agent.real	Editorial.SmallTalk
"frou, datt Dir wierklech bass"	smalltalk.agent.real	Editorial.SmallTalk
bass du eng richteg Persoun	smalltalk.agent.real	Editorial.SmallTalk
bass du e richtege Mï¿½nsch	smalltalk.agent.real	Editorial.SmallTalk
du bass eng richteg Persoun	smalltalk.agent.real	Editorial.SmallTalk
du bass net richteg	smalltalk.agent.real	Editorial.SmallTalk
wou liefs du	smalltalk.agent.residence	Editorial.SmallTalk
a wï¿½i enger Stad wunnt Dir	smalltalk.agent.residence	Editorial.SmallTalk
ï¿½r Residenz	smalltalk.agent.residence	Editorial.SmallTalk
dï¿½in Haus	smalltalk.agent.residence	Editorial.SmallTalk
ï¿½rem Heem	smalltalk.agent.residence	Editorial.SmallTalk
ï¿½r Heemechtsstad	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½r Heemechtsstad	smalltalk.agent.residence	Editorial.SmallTalk
ass et ï¿½r Heemechtsstad	smalltalk.agent.residence	Editorial.SmallTalk
wou ass ï¿½r Heemechtsstad	smalltalk.agent.residence	Editorial.SmallTalk
sot mir iwwer ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½r Residenz	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
wat ass ï¿½ert Heem	smalltalk.agent.residence	Editorial.SmallTalk
wou ass dï¿½in Heem	smalltalk.agent.residence	Editorial.SmallTalk
wou ass ï¿½r Residenz	smalltalk.agent.residence	Editorial.SmallTalk
wou ass dï¿½in Heem	smalltalk.agent.residence	Editorial.SmallTalk
wou ass deng Heemechtsstad	smalltalk.agent.residence	Editorial.SmallTalk
wou ass dï¿½in Haus	smalltalk.agent.residence	Editorial.SmallTalk
wou wunns du	smalltalk.agent.residence	Editorial.SmallTalk
ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
ï¿½r Stad	smalltalk.agent.residence	Editorial.SmallTalk
dat stï¿½mmt	smalltalk.agent.right	Editorial.SmallTalk
du hues Recht	smalltalk.agent.right	Editorial.SmallTalk
du hues definitiv recht	smalltalk.agent.right	Editorial.SmallTalk
du bass net falsch	smalltalk.agent.right	Editorial.SmallTalk
du seet d'Wourecht	smalltalk.agent.right	Editorial.SmallTalk
wat Dir seet ass wouer	smalltalk.agent.right	Editorial.SmallTalk
TRUE	smalltalk.agent.right	Editorial.SmallTalk
et ass wouer	smalltalk.agent.right	Editorial.SmallTalk
et ass richteg	smalltalk.agent.right	Editorial.SmallTalk
et ass d'Wourecht	smalltalk.agent.right	Editorial.SmallTalk
et ass wouer	smalltalk.agent.right	Editorial.SmallTalk
dat ass richteg	smalltalk.agent.right	Editorial.SmallTalk
dat ass richteg	smalltalk.agent.right	Editorial.SmallTalk
dat stï¿½mmt	smalltalk.agent.right	Editorial.SmallTalk
dat ass ganz wouer	smalltalk.agent.right	Editorial.SmallTalk
dat ass sou wouer	smalltalk.agent.right	Editorial.SmallTalk
du hues richteg	smalltalk.agent.right	Editorial.SmallTalk
du hues sou recht	smalltalk.agent.right	Editorial.SmallTalk
du hues absolut Recht	smalltalk.agent.right	Editorial.SmallTalk
do hues du recht	smalltalk.agent.right	Editorial.SmallTalk
"Ech weess, datt dat richteg ass"	smalltalk.agent.right	Editorial.SmallTalk
dat ass richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
et ass gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
maach weider	smalltalk.confirmation.yes	Editorial.SmallTalk
klï¿½ngt gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
Okay	smalltalk.confirmation.yes	Editorial.SmallTalk
Jo	smalltalk.confirmation.yes	Editorial.SmallTalk
ok	smalltalk.confirmation.yes	Editorial.SmallTalk
oki do	smalltalk.confirmation.yes	Editorial.SmallTalk
sï¿½cher	smalltalk.confirmation.yes	Editorial.SmallTalk
goen fir et	smalltalk.confirmation.yes	Editorial.SmallTalk
jo	smalltalk.confirmation.yes	Editorial.SmallTalk
jo	smalltalk.confirmation.yes	Editorial.SmallTalk
maach et	smalltalk.confirmation.yes	Editorial.SmallTalk
natierlech	smalltalk.confirmation.yes	Editorial.SmallTalk
Ech schï¿½tzen	smalltalk.confirmation.yes	Editorial.SmallTalk
richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
jo secher	smalltalk.confirmation.yes	Editorial.SmallTalk
firwat net	smalltalk.confirmation.yes	Editorial.SmallTalk
w.e.g. maachen	smalltalk.confirmation.yes	Editorial.SmallTalk
sï¿½cher ass	smalltalk.confirmation.yes	Editorial.SmallTalk
Ech sinn averstan	smalltalk.confirmation.yes	Editorial.SmallTalk
Ech et ass mir egal	smalltalk.confirmation.yes	Editorial.SmallTalk
sï¿½cherlech	smalltalk.confirmation.yes	Editorial.SmallTalk
genee	smalltalk.confirmation.yes	Editorial.SmallTalk
jo ech averstanen	smalltalk.confirmation.yes	Editorial.SmallTalk
Ech denke schonn	smalltalk.confirmation.yes	Editorial.SmallTalk
jo et ass	smalltalk.confirmation.yes	Editorial.SmallTalk
riets	smalltalk.confirmation.yes	Editorial.SmallTalk
ok dann	smalltalk.confirmation.yes	Editorial.SmallTalk
jo natierlech	smalltalk.confirmation.yes	Editorial.SmallTalk
"jo, ech maachen"	smalltalk.confirmation.yes	Editorial.SmallTalk
dat ass ok	smalltalk.confirmation.yes	Editorial.SmallTalk
Ech maachen	smalltalk.confirmation.yes	Editorial.SmallTalk
jop	smalltalk.confirmation.yes	Editorial.SmallTalk
jo	smalltalk.confirmation.yes	Editorial.SmallTalk
oh jo	smalltalk.confirmation.yes	Editorial.SmallTalk
"jo, sï¿½cher"	smalltalk.confirmation.yes	Editorial.SmallTalk
offensichtlech	smalltalk.confirmation.yes	Editorial.SmallTalk
k	smalltalk.confirmation.yes	Editorial.SmallTalk
sï¿½cher firwat net	smalltalk.confirmation.yes	Editorial.SmallTalk
Jo richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
jo natierlech	smalltalk.confirmation.yes	Editorial.SmallTalk
absolut	smalltalk.confirmation.yes	Editorial.SmallTalk
jo wierklech	smalltalk.confirmation.yes	Editorial.SmallTalk
ok sï¿½cher	smalltalk.confirmation.yes	Editorial.SmallTalk
ok jo	smalltalk.confirmation.yes	Editorial.SmallTalk
jo richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
ok Merci	smalltalk.confirmation.yes	Editorial.SmallTalk
sï¿½cher Saach	smalltalk.confirmation.yes	Editorial.SmallTalk
jo	smalltalk.confirmation.yes	Editorial.SmallTalk
confirmï¿½ieren	smalltalk.confirmation.yes	Editorial.SmallTalk
jop	smalltalk.confirmation.yes	Editorial.SmallTalk
gesï¿½it gutt aus	smalltalk.confirmation.yes	Editorial.SmallTalk
jo merci	smalltalk.confirmation.yes	Editorial.SmallTalk
definitiv	smalltalk.confirmation.yes	Editorial.SmallTalk
jo richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
jo ech gï¿½if gï¿½ren	smalltalk.confirmation.yes	Editorial.SmallTalk
ok	smalltalk.confirmation.yes	Editorial.SmallTalk
jo definitiv	smalltalk.confirmation.yes	Editorial.SmallTalk
joh	smalltalk.confirmation.yes	Editorial.SmallTalk
jo et ass richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
jo dat stï¿½mmt	smalltalk.confirmation.yes	Editorial.SmallTalk
ok du kanns	smalltalk.confirmation.yes	Editorial.SmallTalk
jop	smalltalk.confirmation.yes	Editorial.SmallTalk
jo du kanns	smalltalk.confirmation.yes	Editorial.SmallTalk
confirmï¿½iert	smalltalk.confirmation.yes	Editorial.SmallTalk
natierlech firwat net	smalltalk.confirmation.yes	Editorial.SmallTalk
jo dat ass gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
affirmï¿½ieren	smalltalk.confirmation.yes	Editorial.SmallTalk
jo gï¿½i weider	smalltalk.confirmation.yes	Editorial.SmallTalk
jo ech si sï¿½cher	smalltalk.confirmation.yes	Editorial.SmallTalk
ok klï¿½ngt gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
ok dat ass gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
jo genau	smalltalk.confirmation.yes	Editorial.SmallTalk
dat ass ok	smalltalk.confirmation.yes	Editorial.SmallTalk
dï¿½st ass richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
ok maach weider	smalltalk.confirmation.yes	Editorial.SmallTalk
jo dat ass richteg	smalltalk.confirmation.yes	Editorial.SmallTalk
egal et ass ok	smalltalk.confirmation.yes	Editorial.SmallTalk
okey	smalltalk.confirmation.yes	Editorial.SmallTalk
jo sï¿½cher	smalltalk.confirmation.yes	Editorial.SmallTalk
gutt	smalltalk.confirmation.yes	Editorial.SmallTalk
Bass du secher ?	smalltalk.agent.sure	Editorial.SmallTalk
bass du elo sï¿½cher	smalltalk.agent.sure	Editorial.SmallTalk
sidd Dir sï¿½cher haut	smalltalk.agent.sure	Editorial.SmallTalk
bass du elo sï¿½cher	smalltalk.agent.sure	Editorial.SmallTalk
sidd Dir sï¿½cher den Owend	smalltalk.agent.sure	Editorial.SmallTalk
firwat schwï¿½tzt Dir net mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
wï¿½llt dir mat mir chatten	smalltalk.agent.talk_to_me	Editorial.SmallTalk
wï¿½ert Dir mat mir schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tz mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tz du mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tz du mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
kï¿½nnt Dir mat mir chatten	smalltalk.agent.talk_to_me	Editorial.SmallTalk
kï¿½nnt Dir mat mir schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
kï¿½nnt Dir mat mir schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
kï¿½nnt Dir mat mir schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
soen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
chat mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
chat just mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tzt mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tzt mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
schwï¿½tzt mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
firwat schwï¿½tzt Dir net mat mir	smalltalk.agent.talk_to_me	Editorial.SmallTalk
du kanns mat mir schwï¿½tzen	smalltalk.agent.talk_to_me	Editorial.SmallTalk
bass du do	smalltalk.agent.there	Editorial.SmallTalk
du bass do	smalltalk.agent.there	Editorial.SmallTalk
bass du bei mir	smalltalk.agent.there	Editorial.SmallTalk
bass du hei	smalltalk.agent.there	Editorial.SmallTalk
Bass du nach emmer do	smalltalk.agent.there	Editorial.SmallTalk
du bass hei	smalltalk.agent.there	Editorial.SmallTalk
du nach do	smalltalk.agent.there	Editorial.SmallTalk
bass du nach hei	smalltalk.agent.there	Editorial.SmallTalk
zimlech schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
net gutt genuch	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war labber	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dï¿½st ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
Ech faerten et schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
nee et ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
sou schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass ze schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
onheemlech	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass labber	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass schrecklech	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass awer schued	smalltalk.appraisal.bad	Editorial.SmallTalk
dï¿½st ass net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
Schued	smalltalk.appraisal.bad	Editorial.SmallTalk
ganz schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
Bï¿½ist Meedchen	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
net sou gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass ganz schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass ze schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass net gutt genuch	smalltalk.appraisal.bad	Editorial.SmallTalk
gutt ze schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
schlecht ganz schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass sou schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
wierklech schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass wierklech schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
schlecht Iddi	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
dat war net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass net sou gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
net eng gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
oh dat ass net gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
net ze gutt	smalltalk.appraisal.bad	Editorial.SmallTalk
sou labber	smalltalk.appraisal.bad	Editorial.SmallTalk
dat ass wierklech schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
et ass ze schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
schlecht wierklech schlecht	smalltalk.appraisal.bad	Editorial.SmallTalk
sou cool	smalltalk.appraisal.good	Editorial.SmallTalk
cool	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
frou dat ze hï¿½ieren	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass ganz flott vun dir	smalltalk.appraisal.good	Editorial.SmallTalk
genial	smalltalk.appraisal.good	Editorial.SmallTalk
et ass erstaunlech	smalltalk.appraisal.good	Editorial.SmallTalk
Dat as immens	smalltalk.appraisal.good	Editorial.SmallTalk
perfekt	smalltalk.appraisal.good	Editorial.SmallTalk
excellent	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass super	smalltalk.appraisal.good	Editorial.SmallTalk
et ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
et ass flott	smalltalk.appraisal.good	Editorial.SmallTalk
gutt	smalltalk.appraisal.good	Editorial.SmallTalk
gutt	smalltalk.appraisal.good	Editorial.SmallTalk
lï¿½if	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
erstaunlech	smalltalk.appraisal.good	Editorial.SmallTalk
fantastesch	smalltalk.appraisal.good	Editorial.SmallTalk
super	smalltalk.appraisal.good	Editorial.SmallTalk
gutt ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
wierklech gutt	smalltalk.appraisal.good	Editorial.SmallTalk
et ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
et ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
et ass perfekt	smalltalk.appraisal.good	Editorial.SmallTalk
vill besser	smalltalk.appraisal.good	Editorial.SmallTalk
net schlecht	smalltalk.appraisal.good	Editorial.SmallTalk
net ze schlecht	smalltalk.appraisal.good	Editorial.SmallTalk
et ass ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
wonnerbar	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass flott	smalltalk.appraisal.good	Editorial.SmallTalk
agreabel	smalltalk.appraisal.good	Editorial.SmallTalk
flott gutt	smalltalk.appraisal.good	Editorial.SmallTalk
wierklech schï¿½in	smalltalk.appraisal.good	Editorial.SmallTalk
herrlech	smalltalk.appraisal.good	Editorial.SmallTalk
riichtaus	smalltalk.appraisal.good	Editorial.SmallTalk
super	smalltalk.appraisal.good	Editorial.SmallTalk
super fantastesch	smalltalk.appraisal.good	Editorial.SmallTalk
sï¿½iss	smalltalk.appraisal.good	Editorial.SmallTalk
wierklech gutt	smalltalk.appraisal.good	Editorial.SmallTalk
ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass genial	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass flott	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass wonnerbar	smalltalk.appraisal.good	Editorial.SmallTalk
dat war erstaunlech	smalltalk.appraisal.good	Editorial.SmallTalk
dat war genial	smalltalk.appraisal.good	Editorial.SmallTalk
dat war sï¿½iss	smalltalk.appraisal.good	Editorial.SmallTalk
dat war flott gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat war ganz gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass eng gutt Iddi	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass eng gutt Saach	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass erstaunlech	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass genial merci	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass besser	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass sï¿½iss	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass fantastesch	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass vill besser	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass lï¿½if vun Iech	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass net schlecht	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass perfekt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass zimlech gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass wierklech gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass wierklech flott	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass sï¿½iss vun dir	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass ganz flott	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass wonnerbar	smalltalk.appraisal.good	Editorial.SmallTalk
dï¿½st ass genial	smalltalk.appraisal.good	Editorial.SmallTalk
dï¿½st ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
dï¿½st ass super	smalltalk.appraisal.good	Editorial.SmallTalk
ganz flott	smalltalk.appraisal.good	Editorial.SmallTalk
ganz dann	smalltalk.appraisal.good	Editorial.SmallTalk
wonnerbar	smalltalk.appraisal.good	Editorial.SmallTalk
Ech si frou dat ze hï¿½ieren	smalltalk.appraisal.good	Editorial.SmallTalk
ok gutt	smalltalk.appraisal.good	Editorial.SmallTalk
gutt fir dech	smalltalk.appraisal.good	Editorial.SmallTalk
gudd ze wï¿½ssen	smalltalk.appraisal.good	Editorial.SmallTalk
frou et ze hï¿½ieren	smalltalk.appraisal.good	Editorial.SmallTalk
esou gutt	smalltalk.appraisal.good	Editorial.SmallTalk
sou sï¿½iss vun dir	smalltalk.appraisal.good	Editorial.SmallTalk
et war gutt	smalltalk.appraisal.good	Editorial.SmallTalk
oh gutt	smalltalk.appraisal.good	Editorial.SmallTalk
gutt Saach	smalltalk.appraisal.good	Editorial.SmallTalk
dat war gutt	smalltalk.appraisal.good	Editorial.SmallTalk
et ass genial	smalltalk.appraisal.good	Editorial.SmallTalk
ok gutt	smalltalk.appraisal.good	Editorial.SmallTalk
nee et ass an der Rei	smalltalk.appraisal.good	Editorial.SmallTalk
dat ass gutt	smalltalk.appraisal.good	Editorial.SmallTalk
keng Suergen	smalltalk.appraisal.no_problem	Editorial.SmallTalk
keng probs	smalltalk.appraisal.no_problem	Editorial.SmallTalk
kee Problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
et gï¿½tt kee Problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
sï¿½cher kee Problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
kee Problem doriwwer	smalltalk.appraisal.no_problem	Editorial.SmallTalk
maach der keng Suergen	smalltalk.appraisal.no_problem	Editorial.SmallTalk
maach der keng Suergen et kee Problem	smalltalk.appraisal.no_problem	Editorial.SmallTalk
du hues vill gehollef merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
appreciï¿½ieren ï¿½r Hï¿½llef	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Prost	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
villmols merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
super Merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
super merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
villmools merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Villmools Merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci fir ï¿½r Hï¿½llef	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci fir ï¿½r Hï¿½llef	smalltalk.appraisal.thank_you	Editorial.SmallTalk
flott merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Ech schï¿½tzen et	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Ech soen Iech Merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci dat wï¿½ert alles sinn	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci buddy	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci Lï¿½ift	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci mï¿½i Frï¿½nd	smalltalk.appraisal.thank_you	Editorial.SmallTalk
gutt merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
ganz gutt merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
gutt Merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
Merci nach eemol	smalltalk.appraisal.thank_you	Editorial.SmallTalk
merci nach eng Kï¿½ier	smalltalk.appraisal.thank_you	Editorial.SmallTalk
all merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
ok merci	smalltalk.appraisal.thank_you	Editorial.SmallTalk
